12,1,9.9
16,1,14.9
8,2,9.75
5,2,1.95
1,2,1.64
3,2,15.61
2,3,16.1
12,3,4.75
6,3,12.3
18,4,15.5
7,5,15.86
12,7,2.93
7,7,7.94
19,7,10.32
1,7,10.9
1,8,6.12
10,8,4.72
19,8,4.57
16,8,15.7
4,9,8.07
17,11,8.39
6,12,19.93
12,12,16.4
11,15,15.72
13,15,6.28
2,15,19.08
7,17,16.32
17,17,10.93
11,18,3.24
1,18,1.44
5,19,1.68
5,20,17.2
3,21,5.66
18,22,5.82
20,23,7.12
5,24,19.69
15,24,10.29
3,24,5.01
5,25,17.57
4,25,16.79
6,26,1.41
16,28,8.16
18,29,1.89
19,30,5.99
4,31,9.76
13,31,2.32
11,31,15.52
10,32,17.53
7,33,1.75
10,35,3.89
15,35,13.4
9,36,17.95
6,37,6.19
16,39,12.87
8,40,5.79
7,41,13.2
4,42,10.28
20,44,7.88
12,45,17.93
16,47,12.15
15,48,4.34
4,50,8.1
11,54,12.96
7,55,8.43
13,55,5.66
20,55,14.17
16,56,6.66
10,58,11.63
3,58,5.27
20,58,9.44
18,59,19.76
14,61,1.48
19,62,19.57
4,62,6.43
7,63,2.36
16,64,15.12
6,64,9.61
17,67,1.7
19,68,4.17
14,69,2.77
1,70,15.07
4,77,3.54
10,77,12.48
1,78,9.47
4,78,19.37
8,79,14.36
9,81,7.61
13,83,1.05
11,83,7.53
19,83,9.54
5,84,9.42
12,84,15.88
18,85,15.19
8,87,6.02
1,89,5.1
8,90,9.92
17,91,3.07
5,92,19.44
4,92,17.26
5,93,15.06
18,92,12.31
18,93,7.73
12,93,18.6
12,94,8.26
18,94,12.89
10,94,2.49
8,95,4.23
4,95,9.24
9,95,6.04
15,96,16.72
7,96,10.18
13,98,19.7
16,100,14.3
6,101,7.9
14,101,15.44
20,101,4.99
5,104,12.54
11,105,19.05
7,105,8.31
12,106,1.07
20,106,11
2,106,8.57
15,108,12.53
4,111,18.79
7,111,9.16
4,113,14.59
19,114,17.3
11,114,8.02
10,115,2.76
6,116,9.87
14,116,13.41
3,116,7.38
10,118,13.29
3,121,5.28
1,120,5.27
3,120,8.39
12,123,8.17
10,124,5.63
14,125,10.43
15,127,19.35
1,129,3.26
16,129,9.02
9,130,10.11
7,132,2.42
20,132,10.05
9,133,17.68
8,136,19.11
2,136,5.06
20,137,15.15
16,137,16.11
12,140,3.39
10,140,14.99
1,140,10.23
1,145,16.08
16,145,9.25
12,145,17.95
19,148,7.77
5,149,8.72
10,152,5.3
13,152,3.55
19,154,8.72
9,155,13.19
3,156,15.59
15,156,13.45
20,158,11.34
20,161,2.56
3,161,6.65
15,161,15.47
2,162,16.18
1,163,11.83
10,163,3.69
19,166,2.72
3,167,16.03
6,168,8.35
10,171,14.03
20,172,6.71
19,173,9.81
9,173,10.79
15,173,10.27
2,174,17.73
17,175,15.32
12,175,9.59
11,176,7.93
5,180,2.55
20,182,19.42
7,183,6.08
16,183,10.55
3,184,15.85
7,186,5.46
11,187,2.05
16,187,4.1
14,188,3.9
5,189,6.48
13,190,18.81
10,192,3.32
17,192,4.68
19,192,12.36
11,194,15.21
16,196,6.78
13,196,4.28
7,198,3.09
11,198,13.59
9,198,6.57
4,199,17.27
13,200,12.24
3,201,12.16
2,202,15.08
6,204,3.18
20,205,6.93
13,209,19.95
11,211,5.09
12,215,3.07
19,216,13
1,216,3.88
9,218,5.3
18,219,11.05
3,219,18.81
2,221,16.76
11,222,15.98
11,223,3.63
9,223,13.41
13,227,12.46
8,228,7.63
6,229,13.1
7,231,16.92
15,231,14.42
11,232,7.01
7,233,16.96
10,234,1.8
17,234,8.8
7,235,15.39
15,237,7.11
12,238,9.1
18,239,15.1
12,239,5.61
18,240,8.88
18,243,1.4
19,244,11.93
3,245,16.89
14,245,10.28
6,246,1.02
15,249,12.25
1,250,8.22
5,251,5.39
18,251,3.92
13,251,8.94
4,253,9.66
6,253,6.75
7,254,19.02
17,255,4.4
9,255,1.42
7,256,13.73
16,257,3.88
4,257,5.36
4,260,4.32
14,261,15.99
3,261,6.84
8,263,13.36
12,264,14.96
12,265,8.44
11,265,16.18
1,265,4.97
11,266,12.44
15,267,17.45
2,268,4.98
3,268,19.26
14,270,19.29
10,271,11.88
12,272,11.84
18,272,1.11
3,273,6.49
7,273,5.4
7,274,2.9
6,275,1.01
7,276,1.62
3,277,3.78
15,279,13.23
8,280,19.2
17,282,8.18
15,283,4.12
20,284,18.24
16,284,12.87
18,285,19.94
19,285,5.72
11,285,9.38
18,287,6.44
7,287,11.96
7,289,3.25
1,289,11.46
1,290,8.52
19,291,15.33
11,291,9.97
9,293,16.83
11,294,3.22
15,294,5.2
16,295,18.24
6,296,10.48
2,296,1.46
13,300,4.79
12,300,14.34
15,302,5.07
1,303,5.52
20,304,18.51
20,306,1.07
6,306,9.19
20,308,11.09
9,308,14.67
7,308,6.67
5,308,7.71
8,309,19.53
13,311,7.29
18,312,15.98
11,312,4.68
4,316,9.14
17,316,8.82
5,318,19.67
8,318,17.56
10,319,5.52
5,319,15.86
6,321,8.61
14,322,11.33
5,322,1.3
3,322,17.97
3,326,17.53
4,326,12.58
8,327,19.69
1,327,11.04
6,328,11.98
14,328,19.46
11,329,16.06
18,330,18.31
20,330,6.87
13,331,19.85
9,334,7.49
8,334,17.63
4,335,4.29
1,335,1.79
19,335,3.53
6,337,8.96
11,337,8.82
1,337,18.28
12,339,16.27
11,339,15.34
15,340,10.08
12,341,5.48
4,342,13.75
3,342,3.16
8,343,3.04
16,343,14.9
12,345,14.52
6,348,7.3
12,348,6.23
12,349,18.25
9,350,11.34
4,350,8.85
15,351,8.65
2,351,16.84
7,352,14.24
12,352,9.59
1,352,13.85
14,355,11.54
13,355,20
12,357,3.58
2,357,4.74
11,361,19.79
2,364,14.43
20,364,14.1
14,364,8.23
13,364,13.75
3,364,17.93
13,366,10.26
18,367,9.45
18,369,11.2
17,369,11.15
18,370,2.09
16,370,3.4
7,370,6.98
10,371,5.22
11,371,10.99
16,371,6.94
10,372,14.39
5,373,14.16
8,373,12.49
16,373,7.98
4,373,18.82
6,374,9.84
9,374,8.06
5,375,14.32
4,375,16.42
12,375,7.88
8,377,19.74
4,379,10.61
7,380,15.66
10,382,19.33
9,384,19.47
5,384,7.88
17,385,11.26
6,385,8.48
20,386,2.8
9,386,2.75
14,389,3.75
15,391,14.09
12,391,8.82
8,393,13.81
18,393,15.91
15,395,12.07
2,396,5.18
13,396,13
7,397,10.47
10,398,3.6
12,399,14.38
17,400,19.72
11,400,15.5
2,403,2.06
5,409,13.26
19,409,6.51
6,410,19.64
9,410,12.69
10,412,6.79
8,413,6.11
3,414,9.65
4,415,2.52
16,417,19.45
15,419,13.93
14,423,7.67
7,425,13.54
16,426,13.85
16,430,11.65
16,431,5.1
6,431,14.98
17,431,1.65
18,431,16.98
6,432,4.29
2,433,6.71
17,434,19.09
10,435,15.23
5,436,13.8
12,437,1.02
7,439,18.37
15,439,9.75
12,440,19.48
4,441,10.4
16,441,19.32
19,442,15.4
1,443,7.02
5,444,2.94
19,445,16.41
13,445,3.82
13,449,2.45
6,450,1.48
14,452,7.66
16,452,14.48
3,454,12.41
6,455,14.78
19,456,9.46
17,456,16.91
7,457,6.5
9,457,10.46
16,458,11.89
18,460,4.53
8,461,2.58
3,461,12.9
13,461,3.72
9,462,9.66
16,467,9.43
2,468,2.06
13,469,9.86
19,470,7.55
8,472,14.77
19,473,7.61
18,474,7.92
1,477,4.71
2,478,2.41
13,479,6.66
15,480,15.89
1,482,9.26
13,482,6.27
3,482,5.47
19,483,13.37
1,483,12.53
13,484,19.24
19,486,3.28
3,488,19.94
13,488,17.47
10,489,18.04
20,489,7.58
15,490,20
16,490,12.47
14,490,10.01
8,490,18.14
8,491,18.55
2,493,17.48
19,493,6.66
2,495,1.64
13,495,16.99
14,497,15.29
7,499,15.63
13,500,4.79
15,502,18.74
3,502,9.42
13,503,1.71
5,504,16.59
11,504,3.49
17,506,4.82
6,506,11.97
8,507,19.28
11,507,8.19
20,509,7.56
7,511,12.58
18,511,9.37
8,512,14.31
8,513,6.45
1,518,16.56
19,521,10.22
7,521,1.66
6,522,9.53
16,523,14.59
13,524,5.4
1,525,1.78
13,525,10.77
16,526,15.71
13,527,8.58
9,527,9.83
4,528,16.17
4,531,8.32
18,532,11.78
17,532,18.07
13,533,12.98
15,533,3.36
13,534,16.13
16,535,6.53
17,537,7.53
20,538,8.14
9,539,5.71
11,539,14.62
3,539,5.36
18,541,12.91
5,542,17.35
7,542,17.96
16,542,1.49
8,546,3.37
19,547,10.6
1,547,19.43
10,548,14.05
1,548,18.71
15,550,11.18
3,552,6.77
10,552,8.66
16,553,2.75
17,554,4.07
15,554,12.28
11,555,5.06
4,557,7.23
3,557,1.47
6,558,15.04
18,561,18.7
8,561,2
1,562,1.27
18,562,5.2
11,562,6.02
1,563,11.61
5,564,3.24
18,564,9.24
13,568,13.44
5,570,14.21
10,571,16.59
12,571,4.53
18,572,2.1
4,573,19.52
9,574,12.7
14,576,19.64
15,577,13.84
16,577,14.9
14,577,17.6
9,578,15.81
18,578,8.04
5,578,12.93
9,580,17.39
15,580,5.02
10,580,10.48
11,580,3.74
5,580,1.88
12,582,12.5
20,582,19.36
8,582,4.19
14,582,10.45
20,584,9.59
14,586,10.16
8,587,5.12
7,587,10.82
17,587,16.13
16,588,12.19
14,589,19.52
12,589,5.59
1,590,12.76
5,591,13.41
10,595,2.19
20,595,16.15
18,596,18.96
18,597,13.84
13,597,11.03
6,598,14.48
18,601,2.81
4,601,8.84
5,601,16.08
11,602,16.1
10,602,17.66
1,603,13.95
18,604,3.94
4,605,14.83
19,605,1.79
3,606,19.88
15,607,2.24
1,610,16.3
1,611,19.23
7,612,19.54
2,612,13.57
20,612,19.72
15,613,1.29
18,613,1.07
1,614,14.63
4,615,16.54
7,616,11.44
14,619,17.36
16,620,18.4
3,622,9.67
16,622,17.36
2,623,17.98
3,625,15.24
6,626,15.86
8,626,2.67
17,627,14.3
1,627,13.18
1,629,19.84
7,630,12.8
6,632,11.45
4,635,11.12
20,635,15.26
7,637,8.22
16,638,12.45
3,639,4.79
7,641,6.01
16,642,5.83
6,642,14.67
6,643,2.35
12,644,6.81
16,645,15.04
4,645,19.18
15,645,4.89
20,653,17.06
15,654,12.89
17,654,12.42
16,656,19.37
10,664,12.78
3,666,8.95
8,667,9.95
7,668,2.19
18,668,1.49
9,668,6.48
8,669,17.95
17,669,5.05
7,670,10.58
7,671,2.29
1,672,7.42
10,674,8.61
2,674,18.47
15,676,14.49
12,677,18.41
13,678,17.35
9,681,16.81
9,682,14.11
17,682,10.94
13,683,10.68
20,686,8.07
7,686,2.37
14,687,7.55
7,687,2.01
9,688,16.05
14,690,17.89
17,691,19.03
14,692,5.51
18,693,11.92
13,693,12.93
11,694,6.39
3,696,13.89
16,698,5.91
8,699,6.95
7,699,3.66
14,700,15.99
2,703,13.77
8,703,8.02
8,705,1.59
2,706,5.09
9,707,10.29
2,708,12.9
6,708,11.79
14,708,5.18
20,709,16.02
19,710,3.64
7,710,11.58
8,711,1.75
10,712,9.01
12,713,14.92
6,713,15.16
15,714,14.19
20,715,7.87
18,715,15.5
16,716,1.21
6,716,19.31
13,717,6.41
5,719,4.79
7,719,4.26
1,721,14.04
8,723,6.22
3,724,13.88
5,726,3.05
2,727,8.22
8,730,10.29
11,730,9.43
15,732,13.89
2,732,19.43
15,734,7.15
12,734,13.2
3,735,2.27
11,735,17.47
16,735,3.29
7,737,5.1
20,738,14.07
8,738,5.37
12,738,11.65
2,740,15.43
13,741,1.07
8,742,10.2
3,743,17.78
8,743,6.76
3,744,16.62
5,744,6.08
11,744,14.16
7,745,3.14
19,746,8.31
16,748,13.64
13,750,9.8
2,750,19.02
15,753,15.75
10,754,19.18
20,755,15.77
12,756,1.81
10,756,1.01
18,756,14.47
5,757,4.51
20,758,8.87
8,758,15.14
8,759,7.31
11,761,9.61
9,761,10.84
9,762,8.38
14,762,17.77
11,762,7.82
6,763,13.6
16,771,19.72
19,771,13.51
5,771,10.54
15,772,2.03
12,773,17.31
16,778,8.21
20,779,8.62
16,781,11.6
8,783,19.69
18,784,1.53
10,786,6.2
5,788,20
11,788,14.67
2,788,9.07
7,789,11.12
18,793,11.25
7,793,14.27
17,793,8.37
20,794,11.44
15,794,2.81
13,796,12.67
5,797,4.75
1,799,16.75
18,800,5.34
2,801,14.86
18,803,1.69
18,805,7.53
16,805,8.02
6,805,1.11
14,805,2.52
18,807,17.33
2,808,6.46
15,808,9.89
20,809,19.97
8,810,16.33
13,810,4.7
15,811,9.36
15,813,8.85
19,813,15.35
9,813,17.49
17,813,12.29
13,813,18.55
9,814,14.28
18,815,5.46
5,815,10.8
3,815,13.51
7,816,18.79
2,817,13.01
8,817,4.52
8,818,5.69
1,819,3.26
2,819,5.34
3,821,11.38
14,821,5.8
9,822,16.61
3,822,1.87
1,822,5.71
19,822,6.81
10,823,9.33
9,823,12.1
12,824,15.48
13,826,12.36
15,828,17.79
11,828,1.18
9,830,3.84
18,830,16.03
10,830,14.55
7,831,4.28
15,833,15.95
7,833,17.91
14,835,10.82
15,837,1.44
1,837,18.54
2,838,18.92
16,838,7
11,840,7.08
4,840,16.29
19,840,13.02
3,841,6.75
17,841,7.62
8,844,5.4
12,845,17.39
14,845,6.63
3,846,10.4
19,846,12.29
19,847,5.61
18,848,19.16
17,853,18.97
12,855,4.36
20,856,19.06
19,856,11.24
12,857,7.08
18,862,2.41
19,863,6.21
9,863,13.58
11,863,3.18
4,864,12.19
18,864,18.12
10,868,13.92
19,869,15.79
7,869,1.21
11,869,14.8
11,870,13.16
11,873,5.52
20,873,6.28
1,875,3.26
18,876,9.96
7,878,14.95
13,878,4.12
1,881,1.96
18,881,2.09
6,882,15.17
1,886,14.12
14,886,13.53
9,886,3.81
16,887,17.94
4,890,19.39
17,890,17.52
12,891,10.45
5,893,19.44
9,894,5.01
9,896,16.4
8,896,7.63
14,897,18.35
4,897,12.76
14,901,5.64
1,902,14.35
3,904,17.21
3,905,18.39
16,906,5.52
14,907,1.81
19,908,8.96
9,909,10.47
4,910,3.86
13,910,9.34
6,911,4.92
7,913,1.2
7,915,17.13
8,919,14.76
8,920,17.98
19,921,2.35
15,921,19.29
16,921,2.03
1,922,13.75
4,922,11.4
1,924,10.49
8,925,19.1
6,925,18.58
1,927,7.51
19,927,13.47
12,929,9.45
13,930,14.03
20,932,13.25
16,933,16.14
20,935,3.15
16,937,16.1
13,937,15.73
4,939,18.82
11,941,17.81
10,942,4.75
4,944,3.81
1,945,14.09
17,945,13.19
19,945,10.85
19,946,11.41
5,947,16.99
7,947,10.62
5,949,2.05
10,950,17.1
14,951,1.18
12,952,9.35
1,953,11.72
5,953,19.81
7,955,14.02
7,956,9.82
6,957,8.85
17,960,1.25
17,961,13.97
10,963,15.67
9,966,5.45
1,969,10.2
6,970,19.24
6,971,4.06
7,975,13.91
13,975,7.72
2,976,17.89
16,981,1.48
3,982,14.02
6,982,12.55
19,982,18.82
16,983,2.77
11,985,15.97
13,985,11.65
2,985,16.06
19,986,13.4
9,987,16.3
5,987,2.19
3,987,12.78
7,989,6.65
10,990,4.04
17,992,8.28
13,993,17.89
8,994,9.6
3,994,1.91
7,995,2.09
5,995,17.49
18,997,12.36
20,997,2.72
10,999,15.48
13,999,6.12
4,999,14.18
17,999,15.35
12,999,14.88
